sentence	label
وأزلفت الجنة للمتقين غير بعيد ق	0
مكانها في الشارع رفقة القطط المتشردة هي ليست بحيوان نادر أو مهدد بالإنقراض مكانها ١المزبلة أو مجاري المياه أخطأة بتشبيهها للقطط عل الأقل القطط المتشردة يمكن أن تصبح أليفة ببض العناية عكسها إنها جرادة	0
مهزلة العصر الاسود	1
هايلين و روعة تلقى لبنات خير من الدكور في الكثير من المرات ربي يخليهم	1
يستاهل كنا متعاطفين معه لكن للأسف القط يحب خناقه وبعدها تأدب معهم ويدور على رضاهم ويسقط على النصرpic	0
ابتعد عن من يحطمون احلامك	0
ساحة الحكومة بالقصبة ال اف مهندس يحتجون بدعوة من عمادة المهندسين	1
التونسي طول عمرو منافق	1
اق ت ر ب ل لن اس ح س اب ه م و ه م ف ي غ ف ل ة م ع ر ض ون الأنبياء	0
ماااسطييين	1
محلاكم مع بعضكم قروب هايل	1
ي صحبي لو هتعزمني انا ممكن ارجع فكلامي عادي جدا	0
اذا اردت ان تميع القضايا وتسوفها عليك بتشكيل اللجان	0
معلم معلم	1
لا أحد يؤيد هذه الحرب بصفه عامة الشارع الطرابلسي اكتفى من الحروب والدمار الجميع ضد المليشيات ومع بناء جسم عسكري موحد	0
معلم واالله برشا حب ورومانسية اما لقطة نرفزتني كي قاتلوا عايلتك تحشم بصراحة موجودة في واقعنا هاذي الله غالب	1
المسخ بن حسين كلمة حيوان ياسر فيه	1
مااااالك يا رمضاااان مبتهزرشpic	0
الراجل بيعدل بين الاتنين	0
حباتك لفعة	1
معلم يا ولدة وحدك و الله نحبك و زادت جبيتك	1
تحمي في جهلك ب قوانين و فصول يا جاهل تحلل و تحرم وحدك و تحكي على الدستور و القانون تي ربك و ربي و رب لعباد الكل قال راكم قوم لوط ملعونين و م دنيا لجهنم تي فاش تحكيو و فاش تناقشو	1
يعجبني صوتو برشاااااا	1
الصافي سعيد متالق كالعادة	1
تعآل ب ـ عز ھ ﺎلليل و سمعني سواآليفگ	0
بـــــەلـــێ بــو ســـەربـــەخـــویا کــــــوردســـتانێpic	0
اوووووه يخي بسيييف تحب تجيبها تذحك راك ماسط	1
مبروووك مبروووك للأخ اسره لاجئين تونس تهنئك بمناسبة زواجك	1
مشاء الله	1
باهي ليش التسليم ما يبداش مد ايدين وخلاص ناس لا نعرفهم ولا يعرفوني نسلم عليهم بالخد ليش	0
نحبها برشا	1
الشيب و العيب مفكر ماذا ايها	1
المعنى الحقيقي لكلمة فنانة	1
يابابا محلاك راجل	1
احسن ممثل في ادوار الكول	1
فعاليات امازيغية تحتفي بزايو	0
والله عيب عيب	0
بالضبط مثل ساستنا	0
ب ريتويت وانا رايحه انام والله	0
قاعده أخذ وضعية الأعمى بالأشياء اللي تحاول تستفزني عشان راحة بالي والله	0
معاااااااااااااااااااااالم زايد وحدو في التفدليك	1
ليس حب الشخص بكثرة رؤيته هناك هناك اشخاص استوطنوا اعماق قلبى وكسبوا منى الحب رغم ان ﻻ لقاء بيننا	0
مسخفوو	1
حتى الهيكل العظمي عنا متكرسحpic	0
فضائح مؤسسة الاتصالات وبالوثائق	0
الله يطول بعمره شيخ عادل فاضل محب لناس وسطي بالحكم يتعامل بالاخلاق والمبادى الاسلاميه بدون غلو وتشددد بدين	0
و الله لا شيء جديد على قناة الحمار التونسي سوى انهم يستضيفون ارذل الماركات التونسية	1
مغرووور	1
ههههههههه ولا يهمك بس هذي المباراة من المباريات المفضلة ومورينهو قلبها قلب لهذا اتذكر كل تفاصيلها	0
الحياه بتحطنا ف اختبارات صعبه فعلا و طلاما بتحبى رضوة ف خلاص كدا فووووق راسى كل الآراء و الف تحيه للجان حقوق المرأه ف اى حته و ربنا يحرصك	0
ومين قالك شوفيني انا لزلت على قيد الحياه ولم يتم القبض علي	0
لو كان جمال الروح انسانا لكانا جعفوروحدك في الوهرة	1
قدمنا آلاف الشهداء حفاظا ع الوحدة لن ندعها تذهب في تجارة السياسة	0
مع ان اعلانات حلقه المؤسس مو ذاك الحماس الا اني احسها بتطلع حللوه	0
سحبوا على ناس واجد جات على ذا مفروض خلوا واحد من المحاربين يمثل دوره لكن واضح بوزداغ مو عاجبته الفكره	0
المهم مش في وحده ادير ما ادير	0
يا ناااااااس بالله زيدو ثبتو معايا	1
هذا استهتار علني	0
تصدقوا اني هشجع الجزائر عشان الفيديو ده	0
والله الكلب حاشاكم افظل وأشرف من هالوقح الرهط المدعو الجويني	1
أواه راك نورمال	0
صوت هبال و روعة ربي معاك و انشاء الله بالنجاح يا أمونة	1
الله يشفيك ويفرجها عليك يا رب	1
سەرچنار فۆتۆ كاروان بەشان	0
اتمني الكيزان ما يضحكو فينا	1
كافون تولد باش يكون فنان برافو بصراحة فخورة بيه كشاب تونسي مع اني ما نسمعش راب و الريقي	1
لحاس	1
انت معلم و احنا منك نتعلم	1
ما أحقر بعض البشر	1
بتجرجريني للرذيله وانا اساسا اساسا بحبها النصيب ي اختاااه النصيب ارتبط واوجع قلبي ليه	0
ولكن سيظل هذا الحضن سرداب أسود إذا أفتقر إلى المال	0
فنان ذكي رغم صوته المتواضع عرف كيف يختار طريقه و يكون شخص ناجح في مجاله	1
جق بهترین گزینه	0
تفوه عليكم و علا سامي نشاالله نرو امك في موقف كيما هكا و لا ترحم ولديه المصور و الممثل قلت حيا	1
دماغ شغاله مش بتنام	0
إنت يلي بنظرة صغيرة غيرتيلي حالي	0
ف ـ هالزمن إسگ ت و طن ش لآ تسمي العيب عيب والنصيحة خلها لگ لأن محد بـ يسمعگ	0
تحسها رجلة وعجبتني تلقائيتها	1
محلاها سامي ام مش يغدر بيه	1
المعجبين كثر سلطان	0
اي حبيت تدقيقك مادري ارسلك صورتي	0
بتنتهي محكوميته ويطلع بيصور فيديو اسضافه مع داوود الشريان وفجأه ستاند اب كوميدي وله معجبات	0
فلتكن الدنيا كما تكون ولتكن أنت مع الله الذي هو على كل شيئ قدير	0
حسيتها متكبرا ملخر	1
يغلي كالبرمه شكون إسكتو وترلي اعصابي حرام عليكم معادش تعديوه حياتو كامله يسب و إعارك وما عاجبو شي وهو ما جا شئ عندو الحق بندير مان	1
اللهم إني أسألك علما نافعا ورزقا طيبا وعملا متقبل	0
امريظ ربي ايفرج علبه	1
جەژنا هەوە هەمیان پیروزبیت تقبل الله منا ومنكم صالح الاعمال	0
لهبال وحلة	1
من يقول كذا	0
ممثلة ممتازة و صاحبة قيم عالية	1
الواحد منغير اصحابو والله	0
إسرائيل ومن يدور في فلكها من القيادات الحمقى في منطقتنا ماضون في	0
تاااااااافه موش تعمل نقابة كي تعمل أوسكار او تونس فيها ثلاثة فنانين يتعدو على الصوابع	1
لم يستطيعوا أن يحافظوا ويحموا جزيرة التي مساحتها لا تساوي حي من أحياء بل أتوا بالتركي والفارسي والمجنسين من أنحاء العالم ليحموهم يا لله العجب ثم تأتي مثل هذه الخنزيرة وتطالب بتدويل الحرمين بسبب بعض الأحداث الطبيعية التي لا دخل للبشر فيها	0
يجدع د مرض	0
رائعين	1
أنت تقبل رأسها و جبينها و يدها و رجلها و تطلب منها الرظا	0
نەورۆز وتنی نەرمین رەزا هۆنراوەی كەریم شارەزا ئاوازی باكوری تۆماركردنی دەنگ كارزان كامیل مۆنتاژ كاروان بەشان	0
كل سنة و انتو طيبين و رمضان كريم على الناس كلها إنشاء الله و لو مقصر مع حد ميزعلش مني	0
بالمقارنة مع أدييان أقاربه يا أستاذ نتمنى لكم التوفيق في المجال العلمي البيولوجي	0
قناة الخنار للتونسي والله كان ايحلوها قدام حيوان ما يندبهم ايجبلك موضوع لواط وبعدها ايقولك الارهاب منين الشفاعة يا رسول الله اقسم بالله شي نطق ياامة ضحكت من جهلها الأمم	1
